time_step,mean_g,std_g,mean_dic,std_dic
110,0.00015392442105188048,0.02770546721815086,6.0178,1.4998943829483058
111,0.000226789243184781,0.027695784783064708,6.037,1.5005435681779045
112,0.0002786457773534713,0.027640495309641196,6.0566,1.50173114770928
113,0.00031299813913882073,0.02764093014065811,6.0747,1.5050315312311786
114,0.00038942065942387924,0.02767148876884484,6.0916,1.506655050102714
115,0.0004274039647006644,0.0276863040080916,6.1079,1.5077989222704806
116,0.00046624820699446383,0.027720868981523747,6.1241,1.510992782908022
117,0.0005325788324190505,0.02774318716200452,6.1408,1.5135307595156617
118,0.0005518868978467965,0.027716303891809773,6.1572,1.5153508372650926
119,0.000644958744081368,0.027717552521126176,6.1758,1.5184513031374578
120,0.0007236289454495361,0.027713860399876566,6.1915,1.519877544409401
121,0.0007847475123366571,0.027719965002884685,6.2096,1.5240957450238537
122,0.0008371280888660927,0.02779584646991766,6.2264,1.5246452177473842
123,0.0008635124652636037,0.027840195240781834,6.2445,1.5272589007761574
124,0.0009318642786071994,0.027894162927128093,6.2615,1.5308552348278985
125,0.0009700036429242148,0.027980426913179823,6.2783,1.533052220245501
126,0.0010030594044584747,0.028041165934780902,6.2924,1.533656493482092
127,0.0010398810087781593,0.028103887172582952,6.3093,1.5370860450866213
128,0.0010368671207607076,0.028150645072954717,6.3255,1.5390743159444735
129,0.0010361170306487895,0.028175793831026058,6.3422,1.5413303215080258
130,0.0009874292306274188,0.028156485087366186,6.3591,1.5435501903080464
131,0.0009536193513499747,0.028172975318831728,6.3751,1.5450566300301056
132,0.0009150081642843705,0.028190878741077695,6.3933,1.5453203907280821
133,0.0008958810150520381,0.0282362086426646,6.4104,1.5475696559444285
134,0.0008215553518617876,0.028252354252469383,6.4249,1.548147276585659
135,0.0008040341448794763,0.028315788959020458,6.4402,1.5508784478481925
136,0.0008119395708724861,0.028340973991217717,6.4563,1.5508998388033346
137,0.0007601493495354384,0.028350660025387376,6.4717,1.5522239239232554
138,0.0007953085929973857,0.028369397834280455,6.4882,1.5544326167448226
139,0.0008202082396298511,0.028362137148389498,6.5038,1.5584561463191782
140,0.0008831025055231217,0.0284278569929973,6.5182,1.560086138647543
141,0.000902529202682763,0.028437814446517322,6.5336,1.5602791545105477
142,0.000948259151441428,0.028463704617033216,6.5482,1.56271454847005
143,0.0009681166655337175,0.02844623790665036,6.5637,1.5647179650020187
144,0.0009966047811360043,0.02847488975973029,6.5793,1.5651554267867194
145,0.001041560802985276,0.02850464391935574,6.5914,1.566411836012491
146,0.0010862591672050996,0.02852552380185623,6.6057,1.5687662381630203
147,0.0011147258683293678,0.028557712891352283,6.6208,1.5697793985142725
148,0.0011426292492453015,0.028581033777909822,6.6354,1.5712628169724072
149,0.0011701598061184617,0.028553263482403755,6.6479,1.5724902511620422
150,0.0012287604237547526,0.028491597083064386,6.6627,1.5737625964547948
151,0.0012533849699433313,0.028459556145528985,6.6768,1.5751005555201938
152,0.0012729748266359843,0.028389319204435586,6.6928,1.5772216584868524
153,0.0013249161840433337,0.028326645821529568,6.7065,1.5780867371598617
154,0.00141540312900175,0.028337839073859113,6.7183,1.5811214722467755
155,0.0014464474475181098,0.028360615516917372,6.7297,1.5858240476167944
156,0.0015157268638517827,0.02839464979292755,6.7462,1.5882649527078003
157,0.0015779730745167837,0.02841593151530754,6.7593,1.5893280057936485
158,0.0015845998152604795,0.02844147963359614,6.7724,1.591602412664738
159,0.0015866659673905198,0.028505084562650416,6.7862,1.5936403483847539
160,0.0016216830685505212,0.028554578087793353,6.7982,1.5946400095319542
161,0.001624434246854971,0.02860310675529727,6.8117,1.595381806966627
162,0.0016528117327482235,0.028659112802518358,6.8258,1.5969515834864567
163,0.0016600998332386386,0.028713092649476933,6.8397,1.595494879339965
164,0.0016643639271761521,0.028758105576825906,6.8532,1.5964491097432607
165,0.0016997927565222568,0.028755257066724983,6.8666,1.5970611885585122
166,0.0017119893561211698,0.028755980498551683,6.8802,1.5968869590550514
167,0.0017331268959141538,0.028763347941250465,6.8935,1.5985486386093977
168,0.0017737333349902994,0.028783263888104167,6.9065,1.599111550205312
169,0.0018403132368467266,0.028803304095718307,6.9198,1.5998024753075377
170,0.001841079278037963,0.028804984878099765,6.9332,1.5996680155581964
171,0.0018733342998998963,0.02875864551287667,6.9454,1.6003183558279699
172,0.0019161924355251192,0.02875789231920633,6.9581,1.6016692511251165
173,0.0019352459957084932,0.028760403716438825,6.9692,1.6030132126716936
174,0.0019452919495100798,0.028759788373652978,6.9804,1.6039376047714904
175,0.001920602266426351,0.028749653349324316,6.9929,1.6051945645310233
176,0.001901938649555244,0.028742946455516866,7.0059,1.6070050373288087
177,0.0018978246757846264,0.028721282501285045,7.0169,1.6105944213239989
178,0.0019142378168598992,0.028744072074085115,7.0312,1.610349825348475
179,0.0019100984585239437,0.02877737993973692,7.0435,1.6103439849920258
180,0.001920820639681737,0.028840002549889537,7.0561,1.6110098665123525
181,0.001949077347196157,0.028935646737421168,7.0666,1.6108272533081085
182,0.0019878184219507137,0.02901346371357956,7.078,1.6132315394883823
183,0.0020266931811066965,0.02907324127718929,7.0869,1.6128696134530183
184,0.0020059963707955344,0.029114604786657255,7.098,1.6124503093118039
185,0.0019947511179230415,0.029126395807432016,7.1115,1.6143319825859999
186,0.001971110529013349,0.029118689266210085,7.1229,1.6162906885829686
187,0.0019331981162770532,0.02908659439727001,7.1324,1.6161281632345927
188,0.001870259795012691,0.029069252149578475,7.1448,1.6187751418896807
189,0.0018000452690563999,0.029030893305370335,7.1566,1.61798530277628
190,0.0017362913652666625,0.028961762950521747,7.171,1.6202959606195617
191,0.0016678284470453882,0.02891328630375271,7.1819,1.621484625274038
192,0.0016121416204461945,0.02890402748005437,7.193,1.623068390426013
193,0.0015840211961230804,0.028960215081908134,7.2045,1.6249553070777647
194,0.0015808794711452,0.029028942481633145,7.214,1.6244395956758886
195,0.0016100305792761287,0.02905217273095934,7.2254,1.624436776239674
196,0.0016128474869636633,0.029051651340880637,7.2352,1.6264319721402452
197,0.0016081089370424408,0.029054943201023132,7.2477,1.6271892053476034
198,0.0016497800473651112,0.029101993727716536,7.2586,1.629885284306836
199,0.0016605674997609708,0.02911792599961831,7.27,1.6314717282257105
200,0.00166598957739285,0.02911018234303544,7.28,1.6332789106579235
201,0.0016692983590388434,0.02913489552503856,7.2905,1.633557391094629
202,0.0016746677346947837,0.029167487268834037,7.3019,1.6336940931520834
203,0.001691849110904011,0.02922047966183097,7.3118,1.6356591209662257
204,0.0017095339183318611,0.02925353469333682,7.3246,1.636470238042939
205,0.0017182409250661287,0.029277936381759344,7.3353,1.6366654850640199
206,0.0017818393080775176,0.02927065630614775,7.3477,1.6376216626559486
207,0.0018212829371501975,0.02928408232393273,7.3567,1.6390439621925887
208,0.0018467329047459902,0.029276230510833317,7.3679,1.6397407081608852
209,0.0018704234127621057,0.029256913707985832,7.3799,1.6410898787087358
210,0.0018944698988360912,0.029205798309619058,7.3903,1.6410868075759617
211,0.0019010834540251498,0.02919395331980759,7.4027,1.6424167284827744
212,0.0018995912192757048,0.029141899252908852,7.4129,1.6448141505957388
213,0.0018911392385069896,0.029073866249258756,7.4238,1.645172805513156
214,0.0018667342873022398,0.029018456407769927,7.4321,1.6459616004024606
215,0.0018676918765813775,0.028947893059576704,7.4435,1.6460278703593987
216,0.0018806186029207972,0.02887437913492443,7.4528,1.6470495317384397
217,0.0018620764174995753,0.02884382166149246,7.4617,1.6468555218962373
218,0.00184411332482787,0.028834514307033314,7.4722,1.6469447956747458
219,0.0018389810142091377,0.02884250602031751,7.4831,1.6473962455948463
220,0.0018321039332992455,0.028875803326852103,7.4936,1.6476525847399466
221,0.0018457339222551915,0.028923751018251585,7.503,1.6477229742890651
222,0.0018846664691627775,0.028993365738601288,7.5142,1.6477252076727429
223,0.0019207750973852856,0.0290960239360051,7.5258,1.6503740060968182
224,0.0019274584555679997,0.02921070197617568,7.5362,1.6499968363605793
225,0.0019205974173677489,0.02928851717625955,7.5464,1.6508928008807937
226,0.0018989070053291347,0.02931906206467991,7.5578,1.6514415399886384
227,0.0018947753594985145,0.029373673313498584,7.5672,1.6516307577663798
228,0.0018986521203050086,0.02940256328775974,7.5757,1.652050093066211
229,0.001904801311598416,0.02943805453384006,7.5847,1.6532470807475035
230,0.001909470852062824,0.029493226087149972,7.5938,1.6546907747371042
231,0.0019269013456802487,0.029544928846893796,7.6038,1.6568722219893404
232,0.001962435999258527,0.029572306295192422,7.6131,1.6587972721221969
233,0.00196880304863837,0.029617912479929894,7.6227,1.6579338678006015
234,0.0019886068790026753,0.029671386807659322,7.6329,1.6575094539700461
235,0.0019659973422598027,0.029644750818573526,7.6421,1.6581940748898756
236,0.001967875571991237,0.029662379075566177,7.6517,1.658851141603751
237,0.0019745185499235865,0.02967311848306637,7.6612,1.6609679587517832
238,0.001995331378860325,0.02968816650972477,7.6732,1.660843689213459
239,0.001984469624538882,0.02969557434219869,7.6832,1.662599699266175
240,0.001995750219077,0.02968395350118004,7.6924,1.663124240698868
241,0.0020084837848554906,0.029667783767208425,7.7024,1.6637410375416954
242,0.002035604450519503,0.029650901172349434,7.7114,1.6656260204498485
243,0.002036560488157584,0.029620756548712154,7.7218,1.665954609225621
244,0.0020786289786372918,0.029583541276225225,7.7301,1.6657892994013546
245,0.0021083464802341984,0.02957668440604355,7.7388,1.6664856915077535
246,0.002157171143579774,0.029553282341415806,7.7465,1.6669246383685588
247,0.002173884620208593,0.02951628580961351,7.7558,1.6678628121041752
248,0.002243568033882153,0.029503030792748595,7.7656,1.6669303044819
249,0.00231040157396335,0.029470191991230545,7.7753,1.6663762810361928
250,0.0023132392957810576,0.029478049274841364,7.7829,1.6664235926078321
251,0.0023222402565182985,0.029464997255629073,7.7906,1.6676785181803135
252,0.0023259407155304668,0.02946427063383998,7.7983,1.6696757499586428
253,0.0023098614015653403,0.02946553979328231,7.8081,1.671309184442027
254,0.002341093275293344,0.029491325334157572,7.8156,1.6729006665072157
255,0.002335999585376317,0.02952182327676624,7.8255,1.6736336964819698
256,0.002366027786845974,0.029586039397882603,7.8334,1.6738710942005102
257,0.002369136664604941,0.029601121880205226,7.8411,1.6739924701145072
258,0.0023476687923987055,0.02966904944056851,7.8478,1.6756596193738158
259,0.0023452120006573966,0.02973814523942509,7.8582,1.6753187040083157
260,0.0023276075960819553,0.029770510501438193,7.8672,1.676831583671964
261,0.0023012225259126007,0.029792517667999854,7.8768,1.6783389884048285
262,0.0022400946157083725,0.02978842528265148,7.8868,1.6795790424984154
263,0.0021786329426578288,0.029730889750649577,7.8934,1.6801894059896922
264,0.002116835504203163,0.029701301672316407,7.9021,1.682413620368019
265,0.0020636014535347874,0.02969685002799443,7.9104,1.6832622612058912
266,0.0020027954185964643,0.02969102711108662,7.918,1.684896435986447
267,0.0019335570117915602,0.029696928901122497,7.9274,1.6864546362117703
268,0.0018188424530385812,0.02965833828115825,7.9366,1.6846306538823532
269,0.0017605819104686508,0.029624176161990402,7.9457,1.6860461174001469
270,0.001730821028422098,0.029609273855291635,7.9541,1.685761901930426
271,0.001697610460086752,0.029589678648795026,7.9618,1.6866952184671162
272,0.0016796538425408588,0.0296269482755383,7.9695,1.6883038085605666
273,0.0016620395544123421,0.029656860342053788,7.976,1.688675220402043
274,0.0016552307050382914,0.029654241467165728,7.9841,1.6885636470088976
275,0.0016036797071908716,0.02970552225405233,7.9918,1.6895362558997873
276,0.001558148711095991,0.029718692939346328,7.9979,1.690590308146828
277,0.0015324022365882492,0.029729625218106813,8.0075,1.6912255171915713
278,0.0015211351690899194,0.029766777153948498,8.0147,1.6918876765317687
279,0.0015400386177838448,0.029777068222977297,8.0223,1.6922182808372979
280,0.0015318162347797816,0.029767954067854433,8.0302,1.6926570709981286
281,0.0015578649039448764,0.029737924203467853,8.0396,1.6935264509302301
282,0.001607790639458134,0.029705594089474808,8.0471,1.6947216851153317
283,0.0016965655995537304,0.029704953654211982,8.0558,1.694369015297331
284,0.0017566700440570589,0.02970860304004779,8.0643,1.6951594349792838
285,0.0018040401985425446,0.029711425891976697,8.0723,1.694601047444424
286,0.0018272082384785267,0.02969692017312296,8.0809,1.695628258198137
287,0.001840101378730233,0.02963784740037177,8.0882,1.6968266735292326
288,0.0018563571021747603,0.029654229899963025,8.0968,1.6972418095250592
289,0.0018562224299144578,0.02965299208030009,8.1053,1.700003502937565
290,0.0018470049503222711,0.029675024406903307,8.1121,1.6992744304555634
291,0.0018820553796414057,0.029708756594587674,8.12,1.7001176429882758
292,0.0019169462068330016,0.02970333994888581,8.1281,1.701085062541056
293,0.0019175179828097829,0.029667909438064206,8.1354,1.7010781404744122
294,0.001943642132175417,0.029684722932610572,8.1418,1.7034942794151404
295,0.001979723758491831,0.029688346737006162,8.1496,1.704587879811464
296,0.0020202865574483722,0.029681660328644794,8.1577,1.7051776183142806
297,0.0020005066902310034,0.029680851213289304,8.1643,1.7050822590127082
298,0.0020039063258050064,0.0296903029016404,8.1738,1.7056944509494862
299,0.0019844977694647124,0.029700748894055447,8.1818,1.706501907411758
300,0.001972488053213681,0.029746645885465616,8.1898,1.705689291752833
301,0.0019269928515472689,0.029791906014282613,8.1996,1.7059776786346652
302,0.00187713754578533,0.029818126748137382,8.208,1.706849729765316
303,0.0018155379913168445,0.029882921666100386,8.2142,1.7071960520104281
304,0.001788238103969008,0.029937747875356156,8.2219,1.7071790737940193
305,0.001743261287708421,0.02998487676339966,8.2294,1.7075642418368642
306,0.0017630045906740844,0.030000406917453933,8.2376,1.7081997072941912
307,0.0017612628940665998,0.029978256964469728,8.243,1.709605510051951
308,0.0017642622984737088,0.029962983823280012,8.2507,1.7093418353272796
309,0.0017979009132735708,0.029988909263663713,8.258,1.7095718762310819
310,0.0018085925567419387,0.029994065394031846,8.2643,1.7092821621955452
311,0.0017901504829300413,0.029992697984564602,8.2726,1.7088853794212504
312,0.0017601919155847024,0.0299585259634519,8.2801,1.708403930573824
313,0.0017392316819046143,0.029946116048258947,8.289,1.7098184114110286
314,0.0017233338726421344,0.029904084536662923,8.2954,1.7102452572657774
315,0.0017019142115507967,0.029892200951814114,8.3029,1.711359573555515
316,0.001707833191955412,0.029842610256110933,8.3098,1.7118481124211007
317,0.0017544054357163726,0.02980366576128061,8.3184,1.712431440963491
318,0.0017889930714673574,0.029790679809780538,8.3254,1.7105305726586393
319,0.0018487016695024846,0.029811818584462656,8.3328,1.7124964700693226
320,0.0019356746605574714,0.029781951515317828,8.3419,1.714585777965005
321,0.0019962371037688317,0.029785271127751936,8.3482,1.7159710836724789
322,0.0020555688366747935,0.029767286829506853,8.3568,1.716360614789325
323,0.0021653700335419832,0.029783376181831286,8.3645,1.718150095305985
324,0.0022589330865809194,0.029839084189304366,8.3713,1.7179162697873427
325,0.00232373866390944,0.029835247327613612,8.3791,1.7181918373685634
326,0.002364267126276823,0.029826702356392044,8.3878,1.7185491439001372
327,0.002372980027066031,0.029856863822138768,8.3951,1.720289507612009
328,0.0023503040280945854,0.029903641713173494,8.4015,1.7195050886811711
329,0.002335323658472022,0.029989579373764303,8.4084,1.7200608826434445
330,0.0023256235605065706,0.030017006443034414,8.4154,1.7189656308373527
331,0.002319850869060829,0.03005087486055401,8.4225,1.719649310179209
332,0.0023429395640554586,0.03006878077315981,8.4293,1.720756086724648
333,0.002339672579681864,0.030142912038917113,8.4354,1.7211701949546008
334,0.002317561791007275,0.030214187079886778,8.443,1.7212062630608291
335,0.0023067441403669857,0.030272261062735797,8.4492,1.7211680220130385
336,0.002287275112702256,0.030309616483032795,8.4564,1.7217139832155461
337,0.0022230049786943463,0.030336371293683384,8.4641,1.7207298422472055
338,0.002174584572276276,0.03035695764303002,8.4722,1.7212283869376925
339,0.002105337490981619,0.030340342908928734,8.4782,1.7207918990976214
340,0.0020467141901008576,0.03032236458207059,8.4834,1.7208499179184642
341,0.0019731595570168705,0.030256459034244447,8.4902,1.7206696254655462
342,0.0018455889918181278,0.03021787858731804,8.4985,1.7221491660132364
343,0.0017565553799363833,0.03017036833123157,8.5044,1.7230730222484052
344,0.0016860124704475953,0.030108716254353813,8.5124,1.7242523713192077
345,0.001637939296421197,0.030145649482351225,8.5201,1.7253393840053983
346,0.0016392385588725447,0.030175799031329963,8.5286,1.725103486750878
347,0.001643166094468854,0.03018999734683438,8.5363,1.7254223569897014
348,0.0016889456935327324,0.030277828031428887,8.5427,1.7252758359170846
349,0.001712985461439446,0.030335961202938647,8.5501,1.725888174245378
350,0.0017108706923958333,0.030383256475687678,8.5562,1.7263376147208336
351,0.001716111442268156,0.030419521396339008,8.564,1.7290182185274798
352,0.0017346278621381771,0.030454706231720707,8.5698,1.7283309752474894
353,0.001783972991647352,0.030505246966795248,8.5781,1.7292485044088013
354,0.0018534849573925655,0.030623981922931774,8.5858,1.7307912525778233
355,0.0019119778631685835,0.030695993513603737,8.593,1.731574716840158
356,0.0019918408797764344,0.030786658931223534,8.5981,1.733256008211136
357,0.0020568959357938903,0.030879073251317748,8.6057,1.7348278041351002
358,0.0021014640786345988,0.030911652421375658,8.6125,1.7353223763900771
359,0.0021801438812399368,0.030951294060340192,8.6188,1.7355363897078073
360,0.002240785837331478,0.030966816417265796,8.6256,1.7367857208073214
361,0.0022912254256775627,0.030954861043244665,8.631,1.736329173860713
362,0.002325229838436224,0.03092530573371428,8.6376,1.7366825386351734
363,0.0023578019641525686,0.030860962427668077,8.6433,1.7374306058084772
364,0.002391403484191,0.030783629358278747,8.6502,1.7383440280912297
365,0.0023906796462817106,0.03072684102604168,8.656,1.7396735325916926
366,0.0023600315105723572,0.030683037520256858,8.6614,1.739295846025051
367,0.00235749655357645,0.030620861973152794,8.6674,1.7395336271540953
368,0.0023536427393614466,0.03059844502173849,8.6758,1.7398546950822857
369,0.0023234077528991332,0.030547289889317777,8.6825,1.7408313387574226
370,0.002332749256881842,0.030472540014899956,8.6895,1.7400257900387925
371,0.002363007525190714,0.030433430214146132,8.6965,1.740456190198508
372,0.0023905408557977955,0.030413390173618108,8.7034,1.7412146450107555
373,0.0024010833834839937,0.030423795314674724,8.7103,1.742002844429357
374,0.002383329885851982,0.03043097801278039,8.7165,1.7426783265996117
375,0.0023605475418651965,0.030402007872501417,8.7235,1.7430570128368301
376,0.0023241504524633212,0.030395446402507426,8.7311,1.742410052197832
377,0.002265385662912509,0.03042502926778729,8.7371,1.742522192111165
378,0.0022552695538546816,0.030476023868697893,8.7441,1.744309373362335
379,0.002193867403680191,0.030523596918049154,8.7519,1.7458368738229717
380,0.0021308882670368367,0.030549924183552724,8.7592,1.7457420657130387
381,0.0020519424456107525,0.030562058746520186,8.7655,1.745310788942786
382,0.001980391706565319,0.030572596555423437,8.7732,1.7449818795620329
383,0.0019418227639330218,0.030565817532946023,8.7789,1.7444812380762373
384,0.0018862094035145592,0.030568897685434603,8.7849,1.7452312139083848
385,0.0018382231696417019,0.030565873047763977,8.792,1.745604766262958
386,0.001834924079488367,0.030580966055129312,8.7993,1.7447118701952316
387,0.0017813898907699916,0.030589708024875616,8.8058,1.7450748866451622
388,0.0017598851846178096,0.030612607871784662,8.8122,1.7454315111169638
389,0.0016875539264550698,0.030538648274905534,8.8178,1.7471128068902777
390,0.001648222135703673,0.03045353569187122,8.8241,1.7469285016851914
391,0.0016253400847691638,0.030344499880611275,8.8292,1.7465472681836063
392,0.001595543816141661,0.030252672124542995,8.8365,1.7466447120121942
393,0.0015182317190114238,0.030172407145610532,8.8436,1.7472089285486732
394,0.001528427386214772,0.030085864044494037,8.8492,1.7487879688515435
395,0.0015130922285636085,0.030029420903092813,8.8558,1.7484296840308124
396,0.001543500288672862,0.02994357121095026,8.8626,1.7494917090400273
397,0.0015847469620674228,0.029894920483548297,8.8703,1.7492506710017286
398,0.001576655725523824,0.029872699869069434,8.8761,1.7490994225600853
399,0.0015946679969732422,0.029880449777665023,8.8838,1.7489132511362573
400,0.0016148404081446517,0.02994091889650137,8.89,1.7486280336309237
401,0.0016656144155971504,0.029992503448931247,8.8964,1.7497048436808085
402,0.001723197433222892,0.030056606518950143,8.9022,1.751352380304948
403,0.0017518909981569621,0.030102652975499154,8.9071,1.7513622098240982
404,0.0017841786167233887,0.030159561564854352,8.913,1.751922087308664
405,0.0018358366296446819,0.030266612689226927,8.9194,1.7516573980091263
406,0.0018466831070984614,0.030348294644023183,8.9265,1.7521123679719046
407,0.0019103092811473467,0.03046011373562911,8.933,1.75302909274209
408,0.0019601114140168773,0.03049344040176995,8.9392,1.7518285760884558
409,0.0019957773059108364,0.030484819529656787,8.9464,1.7515498965202547
410,0.002010841629874899,0.030503527010766456,8.9516,1.7519296332901508
411,0.0020737048096818797,0.030524837371867525,8.9582,1.752841339083512
412,0.0021143228493176896,0.030515003515715414,8.9634,1.7521587941736112
413,0.002177848815621193,0.030483570233664947,8.9697,1.7516797395643091
414,0.0022148771389742875,0.03044351274027527,8.9744,1.75223989225222
415,0.002260255990820432,0.030410988178367196,8.9796,1.7519657074269182
416,0.002287394291264586,0.03033723795034778,8.9854,1.7511101735756054
417,0.0022982006140955407,0.030282178538441087,8.9916,1.7542318660883613
418,0.0023476258375969444,0.030256779854613357,8.9973,1.754905327930764
419,0.0023991929770751223,0.030282993838555115,9.0024,1.7551051934285349
420,0.0024386750783427598,0.030300966224204386,9.0083,1.7542038393527664
421,0.002474910566178845,0.03028899672408942,9.0143,1.755931522013323
