time_step,mean_g,std_g,mean_dic,std_dic,prob_transitioning,prob_state_0,prob_state_1,prob_state_2
78,0.00023242184546391008,0.023458884126680464,5.27,1.3553966209195007,0.0,1.0,0.0,0.0
79,-0.0008218366704303045,0.023664841534778096,5.31,1.3689046716261877,0.0,1.0,0.0,0.0
80,-0.0019141290995603457,0.023460963855940865,5.34,1.3799999999999994,0.0,1.0,0.0,0.0
81,-0.0030081542212925276,0.023595570573958558,5.36,1.3676256797823014,0.0,1.0,0.0,0.0
82,-0.004149804081278166,0.02391543788170746,5.38,1.3622040963086255,0.0,1.0,0.0,0.0
83,-0.005094870214355323,0.024080777982889892,5.46,1.3668942899873422,0.0,1.0,0.0,0.0
84,-0.006195009312113798,0.024445107935421418,5.47,1.3598161640457143,0.0,1.0,0.0,0.0
85,-0.00658506665184301,0.024998166335606867,5.49,1.3453252394867201,0.0,1.0,0.0,0.0
86,-0.006782109413700577,0.025632154250889994,5.5,1.3379088160259651,0.0,1.0,0.0,0.0
87,-0.006792048219784672,0.026541027576059688,5.52,1.3599999999999999,0.0,1.0,0.0,0.0
88,-0.006729328290255139,0.027089016435402152,5.53,1.3817018491700737,0.0,1.0,0.0,0.0
89,-0.006623924888339811,0.027609323631829368,5.54,1.3741906709041507,0.0,1.0,0.0,0.0
90,-0.006443354785654339,0.02776218877136258,5.56,1.373462777071152,0.0,1.0,0.0,0.0
91,-0.006131242234372058,0.028014067280036435,5.58,1.3724430771438207,0.0,1.0,0.0,0.0
92,-0.00580317207511086,0.028103555487439324,5.58,1.3724430771438207,0.0,1.0,0.0,0.0
93,-0.00552664929372065,0.028260214202221887,5.61,1.370364914904055,0.0,1.0,0.0,0.0
94,-0.005341173158888737,0.02798305575903468,5.64,1.3380582946942194,0.0,1.0,0.0,0.0
95,-0.004907032973479883,0.02766727610802156,5.66,1.3432795688165582,0.0,1.0,0.0,0.0
96,-0.004315847628786426,0.027745876313728556,5.68,1.3332666649999165,0.0,1.0,0.0,0.0
97,-0.003780590254937204,0.027900659386775075,5.7,1.3076696830622023,0.0,1.0,0.0,0.0
98,-0.0032866743265669196,0.028062244457882014,5.73,1.3255564869140812,0.0,1.0,0.0,0.0
99,-0.0026273088503163573,0.027764364749178195,5.74,1.3162066707018314,0.0,1.0,0.0,0.0
100,-0.00213124775873462,0.02732337744975934,5.74,1.3162066707018314,0.0,1.0,0.0,0.0
101,-0.0012380447091910303,0.026856290172416388,5.75,1.299038105676658,0.0,1.0,0.0,0.0
102,-0.00013693902056689705,0.027011435361287677,5.77,1.3027279071241231,0.0,1.0,0.0,0.0
103,0.0006041927939612758,0.027201628563192824,5.84,1.346996659238619,0.0,1.0,0.0,0.0
104,0.0016758955958202115,0.027333946057990482,5.86,1.3566134305689288,0.0,1.0,0.0,0.0
105,0.0024136343715659516,0.027201176421685666,5.91,1.3348782716038203,0.0,1.0,0.0,0.0
106,0.0029257403890635934,0.02736081227808176,5.94,1.3698175060934215,0.0,1.0,0.0,0.0
107,0.003167634360031095,0.02806027402856809,5.97,1.3817018491700737,0.0,1.0,0.0,0.0
108,0.003351372797742466,0.028479311127277203,5.98,1.3854963009694403,0.0,1.0,0.0,0.0
109,0.003246716226955649,0.02896828084528102,5.99,1.3819913169047053,0.0,1.0,0.0,0.0
110,0.003114984568222076,0.029149802631237516,6.03,1.396101715492106,0.0,1.0,0.0,0.0
111,0.002916112300264617,0.02916053633224185,6.04,1.3778243719719867,0.0,1.0,0.0,0.0
112,0.0026556565824088787,0.029759511183230298,6.05,1.3738631664034087,0.0,1.0,0.0,0.0
113,0.0024652222145155893,0.029979007907301312,6.09,1.3571661652133837,0.0,1.0,0.0,0.0
114,0.002532863526836161,0.030257666732824748,6.09,1.3571661652133837,0.0,1.0,0.0,0.0
115,0.002630179883926603,0.030311072038598636,6.12,1.328758819349847,0.0,1.0,0.0,0.0
116,0.002807267395159855,0.030484147728857682,6.15,1.3369741957120933,0.0,1.0,0.0,0.0
117,0.002795319763861819,0.03018378933844764,6.15,1.3369741957120933,0.0,1.0,0.0,0.0
118,0.002675507580345073,0.029995765804891734,6.16,1.3320660644277367,0.0,1.0,0.0,0.0
119,0.002290272890568762,0.02897047953204102,6.18,1.3295111883696202,0.0,1.0,0.0,0.0
120,0.0019283891339316362,0.02821710277541218,6.21,1.3438377878300636,0.0,1.0,0.0,0.0
121,0.0013464954565625884,0.02729442778123576,6.21,1.3438377878300636,0.0,1.0,0.0,0.0
122,0.0007422327120788847,0.026590846413170926,6.21,1.3438377878300636,0.0,1.0,0.0,0.0
123,0.0004275788804204684,0.025969139380973724,6.24,1.349962962454896,0.0,1.0,0.0,0.0
124,0.00025870084482547325,0.025616975069858033,6.25,1.3518505834595773,0.0,1.0,0.0,0.0
125,2.6729301540526358e-05,0.02552226040838562,6.25,1.3518505834595773,0.0,1.0,0.0,0.0
126,0.0003388241513008315,0.025132606360287076,6.25,1.3518505834595773,0.0,1.0,0.0,0.0
127,0.0004605718976075357,0.025029508736912513,6.27,1.3553966209195007,0.0,1.0,0.0,0.0
128,0.000619004804751882,0.0246904041989372,6.3,1.3747727084867523,0.0,1.0,0.0,0.0
129,0.0004941907821244466,0.024127017761193945,6.3,1.3747727084867523,0.0,1.0,0.0,0.0
130,0.0003940855959645438,0.024404112069032917,6.3,1.3747727084867523,0.0,1.0,0.0,0.0
131,0.0005474164414790679,0.02434724853629424,6.31,1.390647331281372,0.0,1.0,0.0,0.0
132,0.0007133972937199092,0.024617062698871366,6.31,1.390647331281372,0.0,1.0,0.0,0.0
133,0.0004673864830291249,0.024910758080661843,6.32,1.391977011304425,0.0,1.0,0.0,0.0
134,0.00036990096060545666,0.025308172633625576,6.33,1.3860375175297392,0.0,1.0,0.0,0.0
135,0.00025729965647331874,0.025547102926606433,6.36,1.3676256797823017,0.0,1.0,0.0,0.0
136,8.942243618773861e-05,0.025976886049133698,6.37,1.3831485820402663,0.0,1.0,0.0,0.0
137,0.0005307114913891361,0.026348028140340072,6.38,1.398427688513067,0.0,1.0,0.0,0.0
138,0.00039089043930953934,0.0266939020796851,6.39,1.413470905254154,0.0,1.0,0.0,0.0
139,0.000656328391258027,0.026844022140570425,6.41,1.4219353009191382,0.0,1.0,0.0,0.0
140,0.0009490372774450039,0.02680697817724698,6.42,1.4365235814284425,0.0,1.0,0.0,0.0
141,0.0017428502120480386,0.026766294958228416,6.43,1.4439875345722357,0.0,1.0,0.0,0.0
142,0.002193634618460694,0.026572757917584466,6.44,1.4513442045221394,0.0,1.0,0.0,0.0
143,0.0020277434394834703,0.026322114481685154,6.45,1.4722431864335455,0.0,1.0,0.0,0.0
144,0.002031234273070559,0.026509248450181114,6.45,1.4722431864335455,0.0,1.0,0.0,0.0
145,0.0019421108111311008,0.026691781131407664,6.48,1.4931845163944075,0.0,1.0,0.0,0.0
146,0.0017057984890432836,0.026956383700095815,6.51,1.4932849694549266,0.0,1.0,0.0,0.0
147,0.0015184968606911243,0.027252775045026052,6.51,1.4932849694549266,0.0,1.0,0.0,0.0
148,0.0015895817405701268,0.027219158271560868,6.53,1.4996999699939988,0.0,1.0,0.0,0.0
149,0.0019221706707352867,0.027348909223709424,6.54,1.5259095648169978,0.0,1.0,0.0,0.0
150,0.002173024942396639,0.027470252654209472,6.55,1.5190457530963308,0.0,1.0,0.0,0.0
151,0.002568910078544853,0.028069573453771802,6.59,1.5105959089048269,0.0,1.0,0.0,0.0
152,0.003178803027281025,0.028597767130645727,6.6,1.5033296378372916,0.0,1.0,0.0,0.0
153,0.0035133788961369977,0.02927987149136437,6.61,1.5158825812047565,0.0,1.0,0.0,0.0
154,0.004080828300522622,0.0297918688121558,6.63,1.5142985174660897,0.0,1.0,0.0,0.0
155,0.004244945398555547,0.03020174588305116,6.64,1.513406752991411,0.0,1.0,0.0,0.0
156,0.004611026299218484,0.03017177989525436,6.64,1.513406752991411,0.0,1.0,0.0,0.0
157,0.004255297656597097,0.030199677650313124,6.67,1.5235156710713555,0.0,1.0,0.0,0.0
158,0.004090428359031482,0.03038036327996255,6.68,1.5289211882893106,0.0,1.0,0.0,0.0
159,0.0035530300771006184,0.0302236836501895,6.7,1.545962483374031,0.0,1.0,0.0,0.0
160,0.0028851465474666717,0.029836740495554785,6.71,1.5510963864312237,0.0,1.0,0.0,0.0
161,0.0023444933276407947,0.029365311216392777,6.71,1.5510963864312237,0.0,1.0,0.0,0.0
162,0.0014124736764136736,0.028568476975380144,6.74,1.5337535656030268,0.0,1.0,0.0,0.0
163,0.0011253075493321614,0.02790559718294413,6.74,1.5337535656030268,0.0,1.0,0.0,0.0
164,0.0008454962879367177,0.027382564560008572,6.74,1.5337535656030268,0.0,1.0,0.0,0.0
165,0.00032877367294152746,0.026797010578347637,6.74,1.5337535656030268,0.0,1.0,0.0,0.0
166,0.0002708505215859301,0.02657429383292631,6.75,1.5451537140362444,0.0,1.0,0.0,0.0
167,-0.00012573317525103287,0.02651893465515281,6.79,1.5381482373295488,0.0,1.0,0.0,0.0
168,-0.00048017193583117004,0.026494813128107784,6.82,1.5190786681406598,0.0,1.0,0.0,0.0
169,-0.000471360094763355,0.026573891368064803,6.85,1.5580436450882884,0.0,1.0,0.0,0.0
170,-0.0007509007130534131,0.026704331129103295,6.86,1.5428544973522287,0.0,1.0,0.0,0.0
171,-0.0010592544058990539,0.0268240050824261,6.86,1.5428544973522287,0.0,1.0,0.0,0.0
172,-0.0014760228689436566,0.02702039788595458,6.88,1.5380507143784297,0.0,1.0,0.0,0.0
173,-0.0018568939879715668,0.027142106311538176,6.9,1.5329709716755888,0.0,1.0,0.0,0.0
174,-0.0017253242739685604,0.02787481142515798,6.91,1.5172013709458618,0.0,1.0,0.0,0.0
175,-0.0016975947637360963,0.028649697124550476,6.92,1.521052267346524,0.0,1.0,0.0,0.0
176,-0.0015484278836790557,0.02960355372432842,6.92,1.521052267346524,0.0,1.0,0.0,0.0
177,-0.0014491794643294905,0.030304246434714077,6.93,1.5248278591368931,0.0,1.0,0.0,0.0
178,-0.001083030395392247,0.030859741085075918,6.94,1.5153877391611696,0.0,1.0,0.0,0.0
179,-0.0007794906214035109,0.031248862741362283,6.95,1.5190457530963313,0.0,1.0,0.0,0.0
180,-0.0004487994080686805,0.03139680557479761,6.97,1.4996999699939988,0.0,1.0,0.0,0.0
181,8.61294364487463e-06,0.03137071365052273,6.98,1.4965293181224355,0.0,1.0,0.0,0.0
182,0.00029420138477558976,0.031157245644580406,7.0,1.47648230602334,0.0,1.0,0.0,0.0
183,0.00024102809675459564,0.030523783723748633,7.01,1.4662537297480276,0.0,1.0,0.0,0.0
184,0.0004298112387556135,0.029892430973992433,7.02,1.4558846108122727,0.0,1.0,0.0,0.0
185,0.0007189762635394792,0.02926927867845084,7.03,1.4659809002848574,0.0,1.0,0.0,0.0
186,0.0007221176806470203,0.02800882453170397,7.05,1.4654350889752843,0.0,1.0,0.0,0.0
187,0.0005300943228763813,0.027036343236742182,7.05,1.4654350889752843,0.0,1.0,0.0,0.0
188,0.00035755390744612197,0.02595359536959986,7.07,1.4983657764377831,0.0,1.0,0.0,0.0
189,0.0003204876497412291,0.02526287021893996,7.08,1.5078461459976618,0.0,1.0,0.0,0.0
190,8.537228125739989e-05,0.024188239523351692,7.08,1.5078461459976618,0.0,1.0,0.0,0.0
191,9.82980989928553e-05,0.023826313673390723,7.09,1.5172013709458616,0.0,1.0,0.0,0.0
192,0.00037103301787740436,0.023688059122792558,7.09,1.5172013709458616,0.0,1.0,0.0,0.0
193,0.0004110836506663021,0.023712454308470816,7.12,1.5249918032566598,0.0,1.0,0.0,0.0
194,0.000221932650621868,0.023684413002059826,7.13,1.5339817469578971,0.0,1.0,0.0,0.0
195,-3.772930498445071e-05,0.024158359425210812,7.14,1.5232859219463684,0.0,1.0,0.0,0.0
196,-0.00016838988915883347,0.02464566549256974,7.14,1.5232859219463684,0.0,1.0,0.0,0.0
197,-0.000202843722022978,0.024664738712888205,7.17,1.5103310895297088,0.0,1.0,0.0,0.0
198,-0.0003883087351633061,0.024835171877286743,7.19,1.5012994371543606,0.0,1.0,0.0,0.0
199,-0.0006156257549635565,0.02566353911058831,7.2,1.496662954709576,0.0,1.0,0.0,0.0
200,-0.0007800377599425521,0.026585516142268756,7.21,1.505290669605043,0.0,1.0,0.0,0.0
201,-0.0007767947023458796,0.027062008585900924,7.21,1.505290669605043,0.0,1.0,0.0,0.0
202,-0.0006166794095963342,0.027687035304729064,7.22,1.5005332385522148,0.0,1.0,0.0,0.0
203,-0.0007232672901744393,0.027835581985170613,7.27,1.5156186855538565,0.0,1.0,0.0,0.0
204,-0.0008041180745068953,0.028413150375361726,7.27,1.5156186855538565,0.0,1.0,0.0,0.0
205,-0.0008454494822598491,0.028640617253692623,7.27,1.5156186855538565,0.0,1.0,0.0,0.0
206,-0.0004029919469895942,0.028725089892140294,7.27,1.5156186855538565,0.0,1.0,0.0,0.0
207,-7.528544571399728e-05,0.0285626833521915,7.28,1.523679756379272,0.0,1.0,0.0,0.0
208,0.0003362007444946572,0.02859706586346859,7.28,1.523679756379272,0.0,1.0,0.0,0.0
209,0.0005040456938723278,0.028331315967052375,7.29,1.5185190153567392,0.0,1.0,0.0,0.0
210,0.0009497383772355622,0.028253877584470535,7.33,1.490335532690542,0.0,1.0,0.0,0.0
211,0.0007793851310425576,0.028474624166288466,7.33,1.490335532690542,0.0,1.0,0.0,0.0
212,0.0006471615864521238,0.02844155885872275,7.33,1.490335532690542,0.0,1.0,0.0,0.0
213,0.0006047659618755194,0.02819064653414222,7.33,1.490335532690542,0.0,1.0,0.0,0.0
214,0.000965122425230098,0.028148625394201706,7.34,1.4981321704042,0.0,1.0,0.0,0.0
215,0.001390947241221252,0.02792680000320198,7.34,1.4981321704042,0.0,1.0,0.0,0.0
216,0.0019400380007392778,0.027636573015411347,7.34,1.4981321704042,0.0,1.0,0.0,0.0
217,0.002338852219309562,0.027441613879806367,7.34,1.4981321704042,0.0,1.0,0.0,0.0
218,0.002546609311816029,0.026906459190635272,7.34,1.4981321704042,0.0,1.0,0.0,0.0
219,0.0030977870085982405,0.02644116020111755,7.38,1.5085091978506457,0.0,1.0,0.0,0.0
220,0.0037917069386301503,0.02639117864906191,7.4,1.5165750888103107,0.0,1.0,0.0,0.0
221,0.004487213148970967,0.026736466223309975,7.4,1.5165750888103107,0.0,1.0,0.0,0.0
222,0.004957730123425684,0.026839717660614174,7.4,1.5165750888103107,0.0,1.0,0.0,0.0
223,0.005526635306033658,0.027025271252567283,7.43,1.4916769087171666,0.0,1.0,0.0,0.0
224,0.006215210019768464,0.027157722102022875,7.43,1.4916769087171666,0.0,1.0,0.0,0.0
225,0.006779869136679581,0.02765659138783281,7.45,1.512448346225417,0.0,1.0,0.0,0.0
226,0.007004714217680939,0.028139462613817078,7.46,1.499466571818125,0.0,1.0,0.0,0.0
227,0.0068620802451252625,0.02849007517542756,7.47,1.5063532122314476,0.0,1.0,0.0,0.0
228,0.0066331085046074266,0.02847363545532497,7.48,1.5065191668213185,0.0,1.0,0.0,0.0
229,0.006772679441954043,0.02870871100007811,7.48,1.5065191668213185,0.0,1.0,0.0,0.0
230,0.006794693090734156,0.028653788910772405,7.51,1.5198355174162763,0.0,1.0,0.0,0.0
231,0.006811999278596955,0.028692054057465943,7.52,1.5065191668213183,0.0,1.0,0.0,0.0
232,0.00687520647120431,0.028998292266934286,7.54,1.4994665718181244,0.0,1.0,0.0,0.0
233,0.006797073202352494,0.028984143380462502,7.56,1.5120846537148644,0.0,1.0,0.0,0.0
234,0.006435979189777468,0.02924840503571449,7.56,1.5120846537148644,0.0,1.0,0.0,0.0
235,0.005956551401931104,0.02908089172059917,7.57,1.5050249167372622,0.0,1.0,0.0,0.0
236,0.005314910616293398,0.02927490860580351,7.57,1.5050249167372622,0.0,1.0,0.0,0.0
237,0.004690670682731216,0.029201455357877094,7.6,1.5231546211727824,0.0,1.0,0.0,0.0
238,0.003709117401197982,0.02895511862233358,7.6,1.5231546211727824,0.0,1.0,0.0,0.0
239,0.0030731290241841503,0.028896760785058623,7.61,1.5224651063324885,0.0,1.0,0.0,0.0
240,0.0023932277916611676,0.028715319448939833,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
241,0.0018581887945481178,0.0287434044866738,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
242,0.0016931534496205305,0.02868841339746517,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
243,0.0013740352690799922,0.02889838173929163,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
244,0.0009722138876674845,0.029230720783386867,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
245,0.0005463285800005055,0.029490400993898987,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
246,0.0001351594562479367,0.02962514187114052,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
247,0.0001808843897345941,0.029929666092147547,7.63,1.5076803374721046,0.0,1.0,0.0,0.0
248,3.458141581775091e-05,0.030149697328985935,7.65,1.50582203463756,0.0,1.0,0.0,0.0
249,4.2224959746189966e-05,0.03021540515908134,7.66,1.5245983077519132,0.0,1.0,0.0,0.0
250,-0.00034017501601986937,0.0298385352822831,7.66,1.5245983077519132,0.0,1.0,0.0,0.0
251,-0.000327487618793601,0.029610965087270007,7.68,1.5419468213917105,0.0,1.0,0.0,0.0
252,-0.0006751754973771903,0.029959201920493565,7.68,1.5419468213917105,0.0,1.0,0.0,0.0
253,-0.0007405401834321821,0.03014988876616267,7.68,1.5419468213917105,0.0,1.0,0.0,0.0
254,-0.0012237996504682817,0.03026965065744289,7.69,1.5472233193692502,0.0,1.0,0.0,0.0
255,-0.001741133275043444,0.03040935412450048,7.69,1.5472233193692502,0.0,1.0,0.0,0.0
256,-0.0018829397345804086,0.03000731450634627,7.69,1.5472233193692502,0.0,1.0,0.0,0.0
257,-0.002036513118824535,0.029831289501943588,7.7,1.5264337522473748,0.0,1.0,0.0,0.0
258,-0.0016614097650807305,0.029492185916353268,7.72,1.5171025014810295,0.0,1.0,0.0,0.0
259,-0.0018416756441391824,0.029185956653108573,7.73,1.528757665557233,0.0,1.0,0.0,0.0
260,-0.002026252925757841,0.028877766669378833,7.75,1.5386682553429119,0.0,1.0,0.0,0.0
261,-0.002096241093487052,0.029210004374918,7.76,1.5564061166674972,0.0,1.0,0.0,0.0
262,-0.0020486159979248957,0.029746507539841895,7.76,1.5564061166674972,0.0,1.0,0.0,0.0
263,-0.002193053146288912,0.029409076383251475,7.8,1.5748015748023616,0.0,1.0,0.0,0.0
264,-0.002379221543660723,0.029208509564670138,7.8,1.5748015748023616,0.0,1.0,0.0,0.0
265,-0.002434269477423713,0.02931134534483011,7.81,1.5728636304524306,0.0,1.0,0.0,0.0
266,-0.002291006353250739,0.02925412959110788,7.81,1.5728636304524306,0.0,1.0,0.0,0.0
267,-0.002062434559892523,0.029738138933840485,7.81,1.5728636304524306,0.0,1.0,0.0,0.0
268,-0.0020964674577953948,0.029903977810279064,7.81,1.5728636304524306,0.0,1.0,0.0,0.0
269,-0.00215452884022629,0.030107934511026432,7.81,1.5728636304524306,0.0,1.0,0.0,0.0
270,-0.0020370742405710425,0.030097978691875544,7.85,1.6085707942145406,0.0,1.0,0.0,0.0
271,-0.0022433232145297522,0.029856637084019172,7.87,1.6040885262353826,0.0,1.0,0.0,0.0
272,-0.002128327594207632,0.03005034528246985,7.88,1.6017490440140736,0.0,1.0,0.0,0.0
273,-0.002067856670231003,0.030172788949176594,7.89,1.611800235761244,0.0,1.0,0.0,0.0
274,-0.0015543361187707458,0.030378485967443088,7.89,1.611800235761244,0.0,1.0,0.0,0.0
275,-0.001081209615238711,0.030812990228602774,7.89,1.611800235761244,0.0,1.0,0.0,0.0
276,-0.0010171188332846507,0.03124043618591887,7.9,1.6093476939431084,0.0,1.0,0.0,0.0
277,-0.0009276721616842631,0.03134014191237841,7.91,1.6005936398724072,0.0,1.0,0.0,0.0
278,-0.0009669115985536595,0.03151704951753519,7.92,1.591728620085723,0.0,1.0,0.0,0.0
279,-0.0007233270556574628,0.031773759487344025,7.94,1.560897177907629,0.0,1.0,0.0,0.0
280,-0.000435165646072362,0.03192024366530082,7.95,1.5708278072405006,0.0,1.0,0.0,0.0
281,-4.848726215272929e-05,0.03194730632776876,7.95,1.5708278072405006,0.0,1.0,0.0,0.0
282,0.00042724228026766085,0.03175221631672556,7.97,1.5649600633882006,0.0,1.0,0.0,0.0
283,0.0005382691620254381,0.03172068184496176,7.97,1.5649600633882006,0.0,1.0,0.0,0.0
284,0.0011376510249153338,0.03180807937097996,7.97,1.5649600633882006,0.0,1.0,0.0,0.0
285,0.00122189103303477,0.031625990383060625,7.97,1.5649600633882006,0.0,1.0,0.0,0.0
286,0.0012663946955232598,0.031291671164369976,7.99,1.5842663917409854,0.0,1.0,0.0,0.0
287,0.001414519145001236,0.030937521364868638,7.99,1.5842663917409854,0.0,1.0,0.0,0.0
288,0.0011599800627789783,0.03034013549477727,8.0,1.5811388300841898,0.0,1.0,0.0,0.0
289,0.0014027256602920212,0.030328358709766325,8.02,1.5619218930535552,0.0,1.0,0.0,0.0
290,0.0012384064391470966,0.029938806000452015,8.03,1.5585570249432645,0.0,1.0,0.0,0.0
291,0.0015084936402254073,0.02920352137065987,8.03,1.5585570249432645,0.0,1.0,0.0,0.0
