detection_delay
24
17
17
17
17
14
16
22
19
16
17
30
15
16
19
19
18
15
18
19
18
17
19
15
17
17
18
20
15
24
17
20
22
16
15
17
19
17
23
18
18
20
15
18
19
16
21
18
17
15
18
16
17
18
18
18
24
17
26
17
16
16
18
20
18
18
16
24
17
19
25
17
16
18
20
20
17
16
17
18
13
15
18
17
19
18
16
15
16
16
17
17
15
19
17
17
22
20
17
16
17
16
18
15
14
20
18
18
17
16
20
17
20
18
15
16
18
16
27
15
15
17
18
21
15
21
18
18
16
28
25
17
19
17
16
20
20
16
19
16
18
17
18
17
15
22
17
19
18
19
17
18
14
18
16
17
18
17
19
18
24
27
17
23
16
21
15
16
16
18
18
15
18
19
17
19
20
17
18
23
17
18
16
19
19
17
18
17
17
17
19
18
16
18
16
15
16
17
22
17
17
26
16
18
17
16
19
19
18
20
16
18
18
17
17
18
16
19
17
17
16
22
16
19
17
17
20
17
15
15
17
20
18
18
17
16
16
17
17
17
17
16
18
17
16
18
21
16
17
17
17
16
19
26
20
15
16
20
16
24
19
19
19
17
17
28
16
16
18
23
24
17
16
17
18
16
20
16
21
21
23
19
20
20
19
16
16
18
17
30
30
19
17
16
17
16
18
18
17
17
17
19
21
18
17
16
16
17
19
17
16
18
17
16
17
18
19
16
19
16
16
19
20
19
15
18
19
18
18
19
17
18
17
19
17
29
15
18
19
22
17
26
19
25
17
20
18
20
17
16
17
15
19
30
19
16
18
21
20
19
18
19
16
23
24
17
16
16
16
17
15
16
16
18
19
17
16
17
15
18
17
15
24
17
17
16
17
17
16
24
19
18
17
16
24
16
17
16
15
16
17
18
19
18
18
14
16
18
15
17
18
22
17
20
17
19
17
16
17
23
18
21
22
15
17
22
19
21
19
17
15
15
18
19
17
18
17
19
15
27
18
18
16
18
17
17
16
17
21
18
18
17
16
15
16
17
16
16
21
25
18
26
16
17
18
16
28
17
18
15
17
17
26
17
17
15
18
19
23
17
16
21
17
16
16
19
15
16
17
19
25
18
16
19
18
16
17
14
15
16
22
16
17
17
17
15
14
17
27
28
16
30
18
16
16
16
21
18
17
17
26
18
30
30
16
17
19
17
16
16
17
16
17
19
20
16
17
17
19
17
18
17
18
17
16
16
23
27
18
19
22
17
17
17
17
19
17
19
18
18
16
18
15
18
19
20
16
17
17
15
15
17
21
29
16
16
16
17
18
15
19
16
24
16
19
17
16
17
28
16
16
19
16
16
15
17
18
31
18
15
27
19
18
20
17
16
16
23
16
18
21
20
16
18
18
18
16
16
29
17
17
16
16
16
17
17
18
13
17
15
17
20
19
18
17
23
18
17
17
17
16
17
16
18
18
17
16
18
25
18
17
22
16
16
16
16
17
17
16
19
22
16
17
19
30
18
17
18
17
18
16
15
16
19
14
19
22
15
19
16
20
17
17
16
16
17
16
17
16
18
18
15
23
17
16
17
17
19
19
18
18
17
19
22
19
16
18
19
16
22
17
16
20
21
17
17
16
21
22
17
19
20
18
19
16
15
17
17
17
17
18
15
16
17
22
15
17
26
18
18
19
16
16
18
16
18
17
18
20
17
17
16
18
17
17
18
25
24
17
19
15
17
20
17
16
18
16
17
18
21
18
18
16
26
19
16
17
18
17
19
20
25
16
15
18
18
17
26
18
14
25
18
18
16
19
19
18
19
16
20
18
17
18
18
17
16
19
17
18
18
16
17
15
15
15
18
15
17
17
20
18
17
19
16
15
16
16
18
17
15
16
17
18
19
16
18
20
16
18
16
29
19
20
19
18
17
18
21
17
19
17
16
14
19
17
16
19
16
23
21
16
16
19
16
19
17
16
25
17
21
23
21
18
20
18
17
18
16
18
16
32
17
17
16
16
15
14
17
16
18
18
18
18
17
25
17
19
16
22
15
21
20
19
17
19
16
15
16
18
16
28
18
16
17
20
27
16
18
19
17
19
17
16
19
15
19
15
16
16
21
17
18
17
17
20
16
16
17
19
18
17
22
17
17
18
17
16
18
18
17
16
17
18
19
17
17
16
17
15
15
16
25
26
16
18
24
16
16
20
18
18
17
19
17
18
17
17
17
18
21
18
16
19
20
18
19
17
26
17
16
15
15
16
21
20
16
19
18
16
19
19
17
21
17
17
19
15
18
27
19
19
17
16
23
22
15
15
19
19
18
17
17
19
18
23
19
17
18
16
19
16
17
17
16
16
16
15
16
17
16
14
18
18
17
17
17
17
18
20
19
17
22
19
15
19
17
15
18
16
17
16
20
18
17
17
21
22
17
16
17
16
18
17
16
18
19
18
18
15
18
17
16
15
22
17
16
19
37
17
16
15
16
16
16
17
18
18
27
16
18
29
25
18
17
17
15
23
16
15
18
16
16
18
19
25
16
20
16
20
16
17
15
17
16
18
16
25
19
15
17
19
16
19
16
17
18
15
15
18
21
20
18
18
18
16
20
22
17
19
21
23
16
20
17
21
17
16
18
21
16
17
16
18
17
21
19
17
17
27
16
17
16
16
17
16
24
17
18
17
17
16
21
16
19
16
18
17
19
17
18
16
17
17
29
17
18
18
16
16
18
24
22
17
16
17
33
17
17
18
15
17
19
16
15
19
16
22
18
15
15
18
16
23
16
30
18
18
15
16
19
16
19
20
17
16
20
19
16
19
19
19
16
18
18
23
27
28
16
16
28
16
16
18
18
16
17
18
17
17
16
17
17
15
16
16
18
18
18
24
16
21
16
16
16
21
17
28
19
18
16
19
18
16
22
18
15
16
17
21
17
17
17
16
30
16
21
14
20
20
17
19
16
19
18
17
17
22
19
17
17
20
18
17
19
18
16
17
20
15
18
17
15
18
17
17
21
17
26
18
19
19
19
22
30
15
18
19
17
17
17
16
20
16
17
19
16
18
22
17
27
19
26
20
19
18
18
19
16
22
17
16
17
14
17
16
17
18
17
22
18
18
17
16
15
16
26
17
16
17
17
17
24
17
19
17
15
16
15
15
17
19
26
19
21
15
19
17
16
23
16
22
17
15
18
18
18
18
16
16
18
16
29
19
16
17
19
16
16
16
19
15
17
16
16
25
20
18
15
26
33
21
19
16
20
16
16
16
18
17
22
17
16
22
16
15
16
18
17
20
19
16
22
16
19
29
23
16
19
19
16
16
17
19
16
15
17
24
18
15
20
30
18
18
16
18
16
15
18
17
16
19
20
15
17
18
17
17
17
17
18
18
24
16
18
17
30
15
18
15
16
33
20
18
18
16
23
18
17
18
17
19
19
19
18
18
16
18
17
15
17
17
20
21
16
18
29
18
19
17
18
15
16
16
16
19
16
19
17
16
20
23
17
19
15
17
19
15
17
16
16
19
17
18
17
19
16
17
18
17
17
21
15
17
22
16
19
19
17
15
17
18
18
17
20
17
17
15
19
17
15
17
17
16
16
17
17
18
16
18
17
18
18
21
18
20
17
16
18
18
16
18
36
15
28
19
19
18
18
19
18
24
24
18
27
15
19
15
17
16
21
18
17
16
17
17
18
21
17
22
15
17
20
17
16
18
17
16
17
17
28
17
18
16
16
17
15
17
19
18
16
23
17
17
16
18
22
17
18
15
23
24
17
17
16
20
16
18
19
17
17
15
17
16
22
18
20
19
18
24
17
15
18
18
20
22
16
19
19
17
16
16
17
17
17
18
17
19
19
18
19
17
16
17
16
18
21
18
19
18
17
19
19
18
15
17
17
19
24
27
17
25
19
17
17
18
19
17
18
17
15
20
18
15
15
20
19
17
16
17
17
24
16
19
21
16
16
16
16
16
17
30
19
19
16
16
16
18
22
21
17
18
18
17
16
25
17
15
17
18
18
17
26
16
18
18
17
30
20
18
19
16
17
19
16
16
15
18
17
21
17
20
16
18
19
16
16
18
13
16
17
25
16
16
16
18
18
17
23
19
17
18
17
16
16
20
17
33
21
17
16
17
20
17
17
27
17
17
18
17
16
17
18
16
19
16
17
17
15
22
17
19
16
25
19
21
20
19
19
17
15
31
20
16
21
16
16
16
17
17
16
16
16
19
16
17
19
16
15
17
16
18
16
16
18
15
17
16
16
18
22
16
18
20
22
15
15
18
19
19
18
14
17
22
15
15
16
16
19
19
17
26
16
26
19
19
16
19
17
20
19
22
21
18
18
22
17
18
18
17
18
17
16
14
16
18
17
15
15
15
17
19
18
27
19
19
29
19
32
16
15
17
17
18
15
18
17
19
16
17
16
27
19
16
16
15
17
18
16
19
16
20
18
17
18
17
19
18
16
19
16
16
24
15
17
16
16
17
17
17
18
16
22
15
22
17
19
16
21
23
16
18
15
17
15
17
20
16
23
16
22
17
15
19
15
16
16
18
18
16
15
16
21
17
19
16
19
19
20
17
22
18
19
21
18
16
16
18
17
17
21
16
17
15
18
20
19
18
16
17
19
15
20
17
16
23
19
18
19
21
15
16
17
19
17
17
18
19
16
18
17
18
16
16
17
16
18
18
19
28
17
15
17
20
22
16
15
17
16
19
17
19
17
18
19
16
17
21
16
16
19
17
18
24
16
16
17
16
21
16
19
16
19
16
17
18
17
18
17
17
16
19
18
17
16
16
14
27
19
18
18
16
16
15
17
16
16
17
15
16
23
19
18
17
17
22
25
20
18
16
16
19
18
23
17
21
15
16
19
20
22
33
18
16
16
16
22
14
15
18
17
17
17
14
20
16
17
15
19
18
16
17
16
15
21
16
18
19
19
15
17
18
16
15
17
17
18
15
17
16
16
22
16
19
19
17
18
17
18
18
18
16
18
18
19
17
18
17
20
18
22
17
20
17
33
15
17
17
16
18
21
19
17
18
17
17
18
18
24
24
19
25
19
19
17
19
22
18
24
24
17
21
17
18
18
19
19
18
16
18
17
19
19
16
19
20
15
25
15
17
17
16
16
16
22
19
16
36
22
17
15
17
17
15
18
19
22
16
17
16
15
17
17
17
19
15
18
17
16
26
19
19
16
16
18
18
18
17
19
18
17
18
16
17
16
21
18
17
18
16
28
28
16
16
29
18
19
15
17
16
19
17
17
17
16
18
16
18
16
19
16
31
18
17
17
17
21
16
14
